96 training users -> 4 folds
  fold 0:  24 users,  213 sessions | e.g. ['11372316', '14312238', '2396581']
  fold 1:  24 users,  206 sessions | e.g. ['11944098', '1438774', '25847138']
  fold 2:  24 users,  213 sessions | e.g. ['12565339', '18200807', '25915650']
  fold 3:  24 users,  205 sessions | e.g. ['13321435', '20676876', '26940776']
[split] fold 0: train on 72 users (624 sessions); HELD OUT 24 users (213 sessions)
[split] official test users: 16 sessions (never trained on in either mode)
[data] 172708 training windows of 4.0s
[data] monitor sets: 512 test windows, 512 fold-heldout windows
/data2/chenyuxiang/conda_envs/qwerty/lib/python3.10/site-packages/torch/nn/modules/transformer.py:306: UserWarning: enable_nested_tensor is True, but self.use_nested_tensor is False because encoder_layer.norm_first was True
  warnings.warn(f"enable_nested_tensor is True, but self.use_nested_tensor is False because {why_not_sparsity_fast_path}")
[init] continued from /data2/chenyuxiang/runs/tf_fold0/last.pt (step 40000, fold 0); optimizer starts fresh
[model] featurizer [11, 3, 3]/[5, 2, 2] -> 100 Hz frames (400 per window)
[model] tiny: 2.12M total  (featurizer 0.08M  encoder 1.98M  decoder 0.01M)
/data2/chenyuxiang/conda_envs/qwerty/lib/python3.10/site-packages/torch/nn/modules/conv.py:306: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return F.conv1d(input, weight, bias, self.stride,
step 200/103000 | loss 1.5577 | lr 6.80e-05 | 465 win/s
step 4400/103000 | loss 1.9762 | lr 6.99e-04 | 553 win/s
step 4600/103000 | loss 1.9621 | lr 6.99e-04 | 554 win/s
step 4800/103000 | loss 1.9575 | lr 6.99e-04 | 555 win/s
step 5000/103000 | loss 1.9961 | lr 6.99e-04 | 556 win/s
step 5200/103000 | loss 1.9579 | lr 6.98e-04 | 557 win/s
step 5400/103000 | loss 1.9888 | lr 6.98e-04 | 558 win/s
step 5600/103000 | loss 1.9698 | lr 6.98e-04 | 559 win/s
step 5800/103000 | loss 1.9604 | lr 6.98e-04 | 560 win/s
step 6000/103000 | loss 1.9873 | lr 6.97e-04 | 561 win/s
step 6200/103000 | loss 1.9453 | lr 6.97e-04 | 562 win/s
step 6400/103000 | loss 1.9275 | lr 6.97e-04 | 562 win/s
step 6600/103000 | loss 1.9293 | lr 6.97e-04 | 562 win/s
step 6800/103000 | loss 1.9206 | lr 6.96e-04 | 563 win/s
step 7000/103000 | loss 1.9176 | lr 6.96e-04 | 564 win/s
step 7200/103000 | loss 1.9058 | lr 6.96e-04 | 565 win/s
step 7400/103000 | loss 1.8962 | lr 6.95e-04 | 565 win/s
step 7600/103000 | loss 1.9185 | lr 6.95e-04 | 566 win/s
step 7800/103000 | loss 1.9240 | lr 6.94e-04 | 566 win/s
step 8000/103000 | loss 1.9251 | lr 6.94e-04 | 567 win/s
[val] step 8000: 8-test-user CER 47.55 | fold-heldout-user CER 56.62  (their Tiny reference: 35.9)
[val] new best 47.55 -> best.pt
step 8200/103000 | loss 1.9088 | lr 6.94e-04 | 567 win/s
step 8400/103000 | loss 1.8898 | lr 6.93e-04 | 567 win/s
step 8600/103000 | loss 1.9035 | lr 6.93e-04 | 568 win/s
step 8800/103000 | loss 1.8903 | lr 6.92e-04 | 568 win/s
step 9000/103000 | loss 1.8930 | lr 6.92e-04 | 569 win/s
step 9200/103000 | loss 1.9019 | lr 6.91e-04 | 569 win/s
step 9400/103000 | loss 1.8914 | lr 6.91e-04 | 570 win/s
step 9600/103000 | loss 1.9003 | lr 6.90e-04 | 570 win/s
step 9800/103000 | loss 1.8865 | lr 6.90e-04 | 570 win/s
step 10000/103000 | loss 1.8803 | lr 6.89e-04 | 570 win/s
step 10200/103000 | loss 1.8826 | lr 6.89e-04 | 571 win/s
step 10400/103000 | loss 1.8894 | lr 6.88e-04 | 571 win/s
step 10600/103000 | loss 1.8815 | lr 6.88e-04 | 571 win/s
step 10800/103000 | loss 1.8811 | lr 6.87e-04 | 572 win/s
step 11000/103000 | loss 1.8669 | lr 6.87e-04 | 572 win/s
step 11200/103000 | loss 1.8975 | lr 6.86e-04 | 573 win/s
step 11400/103000 | loss 1.9037 | lr 6.85e-04 | 573 win/s
step 11600/103000 | loss 1.8715 | lr 6.85e-04 | 573 win/s
step 11800/103000 | loss 1.8762 | lr 6.84e-04 | 574 win/s
step 12000/103000 | loss 1.8392 | lr 6.83e-04 | 574 win/s
[val] step 12000: 8-test-user CER 47.32 | fold-heldout-user CER 55.42  (their Tiny reference: 35.9)
[val] new best 47.32 -> best.pt
step 12200/103000 | loss 1.8379 | lr 6.83e-04 | 574 win/s
step 12400/103000 | loss 1.8535 | lr 6.82e-04 | 575 win/s
step 12600/103000 | loss 1.8923 | lr 6.81e-04 | 575 win/s
step 12800/103000 | loss 1.9005 | lr 6.81e-04 | 575 win/s
step 13000/103000 | loss 1.8701 | lr 6.80e-04 | 576 win/s
step 13200/103000 | loss 1.8596 | lr 6.79e-04 | 576 win/s
step 13400/103000 | loss 1.8607 | lr 6.78e-04 | 576 win/s
step 13600/103000 | loss 1.8615 | lr 6.78e-04 | 576 win/s
step 13800/103000 | loss 1.8459 | lr 6.77e-04 | 577 win/s
step 14000/103000 | loss 1.8617 | lr 6.76e-04 | 577 win/s
step 14200/103000 | loss 1.8515 | lr 6.75e-04 | 577 win/s
step 14400/103000 | loss 1.8193 | lr 6.75e-04 | 577 win/s
step 14600/103000 | loss 1.8253 | lr 6.74e-04 | 577 win/s
step 14800/103000 | loss 1.8249 | lr 6.73e-04 | 577 win/s
step 15000/103000 | loss 1.7997 | lr 6.72e-04 | 577 win/s
step 15200/103000 | loss 1.8145 | lr 6.71e-04 | 577 win/s
step 15400/103000 | loss 1.8179 | lr 6.70e-04 | 577 win/s
step 15600/103000 | loss 1.8242 | lr 6.69e-04 | 577 win/s
step 15800/103000 | loss 1.8194 | lr 6.68e-04 | 576 win/s
step 16000/103000 | loss 1.8093 | lr 6.68e-04 | 576 win/s
[val] step 16000: 8-test-user CER 48.66 | fold-heldout-user CER 56.65  (their Tiny reference: 35.9)
step 16200/103000 | loss 1.7908 | lr 6.67e-04 | 576 win/s
step 16400/103000 | loss 1.7945 | lr 6.66e-04 | 576 win/s
step 16600/103000 | loss 1.8004 | lr 6.65e-04 | 576 win/s
step 16800/103000 | loss 1.8009 | lr 6.64e-04 | 576 win/s
step 17000/103000 | loss 1.8000 | lr 6.63e-04 | 575 win/s
step 17200/103000 | loss 1.8291 | lr 6.62e-04 | 575 win/s
step 17400/103000 | loss 1.8201 | lr 6.61e-04 | 575 win/s
step 17600/103000 | loss 1.8070 | lr 6.60e-04 | 575 win/s
step 17800/103000 | loss 1.7941 | lr 6.59e-04 | 575 win/s
step 18000/103000 | loss 1.8039 | lr 6.58e-04 | 575 win/s
step 18200/103000 | loss 1.8180 | lr 6.57e-04 | 575 win/s
step 18400/103000 | loss 1.7984 | lr 6.56e-04 | 575 win/s
step 18600/103000 | loss 1.7908 | lr 6.55e-04 | 574 win/s
step 18800/103000 | loss 1.8112 | lr 6.54e-04 | 573 win/s
step 19000/103000 | loss 1.8024 | lr 6.52e-04 | 573 win/s
step 19200/103000 | loss 1.8031 | lr 6.51e-04 | 573 win/s
step 19400/103000 | loss 1.7882 | lr 6.50e-04 | 573 win/s
step 19600/103000 | loss 1.8035 | lr 6.49e-04 | 573 win/s
step 19800/103000 | loss 1.7987 | lr 6.48e-04 | 573 win/s
step 20000/103000 | loss 1.8101 | lr 6.47e-04 | 573 win/s
[val] step 20000: 8-test-user CER 46.72 | fold-heldout-user CER 56.64  (their Tiny reference: 35.9)
[val] new best 46.72 -> best.pt
step 20200/103000 | loss 1.7934 | lr 6.46e-04 | 574 win/s
step 20400/103000 | loss 1.7823 | lr 6.45e-04 | 575 win/s
step 20600/103000 | loss 1.7964 | lr 6.43e-04 | 575 win/s
step 20800/103000 | loss 1.7737 | lr 6.42e-04 | 576 win/s
step 21000/103000 | loss 1.7790 | lr 6.41e-04 | 577 win/s
step 21200/103000 | loss 1.7630 | lr 6.40e-04 | 578 win/s
step 21400/103000 | loss 1.7684 | lr 6.38e-04 | 578 win/s
step 21600/103000 | loss 1.7647 | lr 6.37e-04 | 579 win/s
step 21800/103000 | loss 1.7766 | lr 6.36e-04 | 580 win/s
step 22000/103000 | loss 1.7713 | lr 6.35e-04 | 581 win/s
step 22200/103000 | loss 1.7904 | lr 6.33e-04 | 581 win/s
step 22400/103000 | loss 1.7826 | lr 6.32e-04 | 581 win/s
step 22600/103000 | loss 1.7879 | lr 6.31e-04 | 582 win/s
step 22800/103000 | loss 1.8070 | lr 6.30e-04 | 583 win/s
step 23000/103000 | loss 1.7920 | lr 6.28e-04 | 583 win/s
step 23200/103000 | loss 1.7965 | lr 6.27e-04 | 584 win/s
step 23400/103000 | loss 1.7694 | lr 6.26e-04 | 585 win/s
step 23600/103000 | loss 1.7652 | lr 6.24e-04 | 585 win/s
step 23800/103000 | loss 1.7734 | lr 6.23e-04 | 586 win/s
step 24000/103000 | loss 1.8006 | lr 6.22e-04 | 587 win/s
[val] step 24000: 8-test-user CER 47.61 | fold-heldout-user CER 55.69  (their Tiny reference: 35.9)
step 24200/103000 | loss 1.7690 | lr 6.20e-04 | 587 win/s
step 24400/103000 | loss 1.7472 | lr 6.19e-04 | 588 win/s
step 24600/103000 | loss 1.7463 | lr 6.17e-04 | 589 win/s
step 24800/103000 | loss 1.7426 | lr 6.16e-04 | 589 win/s
step 25000/103000 | loss 1.7220 | lr 6.15e-04 | 590 win/s
step 25200/103000 | loss 1.7370 | lr 6.13e-04 | 590 win/s
step 25400/103000 | loss 1.7540 | lr 6.12e-04 | 591 win/s
step 25600/103000 | loss 1.7653 | lr 6.10e-04 | 592 win/s
step 25800/103000 | loss 1.7317 | lr 6.09e-04 | 592 win/s
step 26000/103000 | loss 1.7320 | lr 6.07e-04 | 593 win/s
step 26200/103000 | loss 1.7237 | lr 6.06e-04 | 593 win/s
step 26400/103000 | loss 1.7078 | lr 6.04e-04 | 594 win/s
step 26600/103000 | loss 1.7094 | lr 6.03e-04 | 595 win/s
step 26800/103000 | loss 1.7217 | lr 6.01e-04 | 595 win/s
step 27000/103000 | loss 1.7226 | lr 6.00e-04 | 596 win/s
step 27200/103000 | loss 1.7187 | lr 5.98e-04 | 596 win/s
step 27400/103000 | loss 1.7201 | lr 5.97e-04 | 597 win/s
step 27600/103000 | loss 1.6996 | lr 5.95e-04 | 597 win/s
step 27800/103000 | loss 1.7056 | lr 5.94e-04 | 598 win/s
step 28000/103000 | loss 1.7179 | lr 5.92e-04 | 598 win/s
[val] step 28000: 8-test-user CER 47.17 | fold-heldout-user CER 55.73  (their Tiny reference: 35.9)
step 28200/103000 | loss 1.7101 | lr 5.90e-04 | 598 win/s
step 28400/103000 | loss 1.7036 | lr 5.89e-04 | 599 win/s
step 28600/103000 | loss 1.6883 | lr 5.87e-04 | 599 win/s
step 28800/103000 | loss 1.7023 | lr 5.86e-04 | 600 win/s
step 29000/103000 | loss 1.7251 | lr 5.84e-04 | 600 win/s
step 29200/103000 | loss 1.6857 | lr 5.82e-04 | 600 win/s
step 29400/103000 | loss 1.7072 | lr 5.81e-04 | 601 win/s
step 29600/103000 | loss 1.7031 | lr 5.79e-04 | 601 win/s
step 29800/103000 | loss 1.6976 | lr 5.77e-04 | 602 win/s
step 30000/103000 | loss 1.6968 | lr 5.76e-04 | 602 win/s
step 30200/103000 | loss 1.7002 | lr 5.74e-04 | 603 win/s
step 30400/103000 | loss 1.6847 | lr 5.72e-04 | 603 win/s
step 30600/103000 | loss 1.6926 | lr 5.71e-04 | 604 win/s
step 30800/103000 | loss 1.6926 | lr 5.69e-04 | 604 win/s
step 31000/103000 | loss 1.6908 | lr 5.67e-04 | 605 win/s
step 31200/103000 | loss 1.6835 | lr 5.66e-04 | 605 win/s
step 31400/103000 | loss 1.6997 | lr 5.64e-04 | 606 win/s
step 31600/103000 | loss 1.7027 | lr 5.62e-04 | 606 win/s
step 31800/103000 | loss 1.6884 | lr 5.60e-04 | 607 win/s
step 32000/103000 | loss 1.6773 | lr 5.59e-04 | 607 win/s
[val] step 32000: 8-test-user CER 48.63 | fold-heldout-user CER 56.23  (their Tiny reference: 35.9)
step 32200/103000 | loss 1.7150 | lr 5.57e-04 | 607 win/s
step 32400/103000 | loss 1.6829 | lr 5.55e-04 | 608 win/s
step 32600/103000 | loss 1.6770 | lr 5.53e-04 | 608 win/s
step 32800/103000 | loss 1.6651 | lr 5.52e-04 | 609 win/s
step 33000/103000 | loss 1.6522 | lr 5.50e-04 | 609 win/s
step 33200/103000 | loss 1.6538 | lr 5.48e-04 | 609 win/s
step 33400/103000 | loss 1.6462 | lr 5.46e-04 | 610 win/s
step 33600/103000 | loss 1.6734 | lr 5.44e-04 | 610 win/s
step 33800/103000 | loss 1.6838 | lr 5.43e-04 | 610 win/s
step 34000/103000 | loss 1.6878 | lr 5.41e-04 | 611 win/s
step 34200/103000 | loss 1.6808 | lr 5.39e-04 | 611 win/s
step 34400/103000 | loss 1.6898 | lr 5.37e-04 | 611 win/s
step 34600/103000 | loss 1.6675 | lr 5.35e-04 | 612 win/s
step 34800/103000 | loss 1.6717 | lr 5.33e-04 | 612 win/s
step 35000/103000 | loss 1.6817 | lr 5.32e-04 | 612 win/s
step 35200/103000 | loss 1.6700 | lr 5.30e-04 | 613 win/s
step 35400/103000 | loss 1.6683 | lr 5.28e-04 | 613 win/s
step 35600/103000 | loss 1.6595 | lr 5.26e-04 | 614 win/s
step 35800/103000 | loss 1.6539 | lr 5.24e-04 | 614 win/s
step 36000/103000 | loss 1.6445 | lr 5.22e-04 | 614 win/s
[val] step 36000: 8-test-user CER 48.43 | fold-heldout-user CER 56.95  (their Tiny reference: 35.9)
step 36200/103000 | loss 1.6703 | lr 5.20e-04 | 614 win/s
step 36400/103000 | loss 1.6705 | lr 5.18e-04 | 615 win/s
step 36600/103000 | loss 1.6680 | lr 5.17e-04 | 615 win/s
step 36800/103000 | loss 1.6657 | lr 5.15e-04 | 615 win/s
step 37000/103000 | loss 1.6657 | lr 5.13e-04 | 616 win/s
step 37200/103000 | loss 1.6623 | lr 5.11e-04 | 616 win/s
step 37400/103000 | loss 1.6597 | lr 5.09e-04 | 616 win/s
step 37600/103000 | loss 1.6736 | lr 5.07e-04 | 617 win/s
step 37800/103000 | loss 1.6601 | lr 5.05e-04 | 617 win/s
step 38000/103000 | loss 1.6412 | lr 5.03e-04 | 617 win/s
step 38200/103000 | loss 1.6491 | lr 5.01e-04 | 618 win/s
step 38400/103000 | loss 1.6690 | lr 4.99e-04 | 618 win/s
step 38600/103000 | loss 1.6324 | lr 4.97e-04 | 618 win/s
step 38800/103000 | loss 1.6559 | lr 4.95e-04 | 619 win/s
step 39000/103000 | loss 1.6489 | lr 4.93e-04 | 619 win/s
step 39200/103000 | loss 1.6405 | lr 4.91e-04 | 619 win/s
step 39400/103000 | loss 1.6259 | lr 4.89e-04 | 619 win/s
step 39600/103000 | loss 1.6316 | lr 4.87e-04 | 620 win/s
step 39800/103000 | loss 1.6302 | lr 4.85e-04 | 620 win/s
step 40000/103000 | loss 1.6214 | lr 4.83e-04 | 620 win/s
[val] step 40000: 8-test-user CER 48.45 | fold-heldout-user CER 57.18  (their Tiny reference: 35.9)
step 40200/103000 | loss 1.6316 | lr 4.81e-04 | 621 win/s
step 40400/103000 | loss 1.6311 | lr 4.79e-04 | 621 win/s
step 40600/103000 | loss 1.6193 | lr 4.77e-04 | 621 win/s
step 40800/103000 | loss 1.6208 | lr 4.75e-04 | 621 win/s
step 41000/103000 | loss 1.6214 | lr 4.73e-04 | 622 win/s
step 41200/103000 | loss 1.6146 | lr 4.71e-04 | 622 win/s
step 41400/103000 | loss 1.6168 | lr 4.69e-04 | 622 win/s
step 41600/103000 | loss 1.6414 | lr 4.67e-04 | 622 win/s
step 41800/103000 | loss 1.6189 | lr 4.65e-04 | 622 win/s
step 42000/103000 | loss 1.6263 | lr 4.63e-04 | 623 win/s
step 42200/103000 | loss 1.6011 | lr 4.61e-04 | 623 win/s
step 42400/103000 | loss 1.6128 | lr 4.59e-04 | 623 win/s
step 42600/103000 | loss 1.6178 | lr 4.56e-04 | 623 win/s
step 42800/103000 | loss 1.6087 | lr 4.54e-04 | 623 win/s
step 43000/103000 | loss 1.5957 | lr 4.52e-04 | 624 win/s
step 43200/103000 | loss 1.6005 | lr 4.50e-04 | 624 win/s
step 43400/103000 | loss 1.6070 | lr 4.48e-04 | 624 win/s
step 43600/103000 | loss 1.6203 | lr 4.46e-04 | 625 win/s
step 43800/103000 | loss 1.6013 | lr 4.44e-04 | 625 win/s
step 44000/103000 | loss 1.6010 | lr 4.42e-04 | 625 win/s
[val] step 44000: 8-test-user CER 47.76 | fold-heldout-user CER 55.53  (their Tiny reference: 35.9)
step 44200/103000 | loss 1.5970 | lr 4.40e-04 | 625 win/s
step 44400/103000 | loss 1.5997 | lr 4.38e-04 | 626 win/s
step 44600/103000 | loss 1.6014 | lr 4.36e-04 | 626 win/s
step 44800/103000 | loss 1.5992 | lr 4.33e-04 | 626 win/s
step 45000/103000 | loss 1.5936 | lr 4.31e-04 | 626 win/s
step 45200/103000 | loss 1.5992 | lr 4.29e-04 | 626 win/s
step 45400/103000 | loss 1.5926 | lr 4.27e-04 | 626 win/s
step 45600/103000 | loss 1.5937 | lr 4.25e-04 | 627 win/s
step 45800/103000 | loss 1.5880 | lr 4.23e-04 | 627 win/s
step 46000/103000 | loss 1.5741 | lr 4.21e-04 | 627 win/s
step 46200/103000 | loss 1.5673 | lr 4.19e-04 | 627 win/s
step 46400/103000 | loss 1.5666 | lr 4.16e-04 | 628 win/s
step 46600/103000 | loss 1.5712 | lr 4.14e-04 | 628 win/s
step 46800/103000 | loss 1.5792 | lr 4.12e-04 | 628 win/s
step 47000/103000 | loss 1.5761 | lr 4.10e-04 | 628 win/s
step 47200/103000 | loss 1.5613 | lr 4.08e-04 | 628 win/s
step 47400/103000 | loss 1.5593 | lr 4.06e-04 | 629 win/s
step 47600/103000 | loss 1.5647 | lr 4.03e-04 | 629 win/s
step 47800/103000 | loss 1.5627 | lr 4.01e-04 | 629 win/s
step 48000/103000 | loss 1.5631 | lr 3.99e-04 | 629 win/s
[val] step 48000: 8-test-user CER 46.85 | fold-heldout-user CER 56.78  (their Tiny reference: 35.9)
step 48200/103000 | loss 1.5492 | lr 3.97e-04 | 629 win/s
step 48400/103000 | loss 1.5603 | lr 3.95e-04 | 629 win/s
step 48600/103000 | loss 1.5443 | lr 3.93e-04 | 630 win/s
step 48800/103000 | loss 1.5582 | lr 3.91e-04 | 630 win/s
step 49000/103000 | loss 1.5580 | lr 3.88e-04 | 630 win/s
step 49200/103000 | loss 1.5725 | lr 3.86e-04 | 630 win/s
step 49400/103000 | loss 1.5590 | lr 3.84e-04 | 630 win/s
step 49600/103000 | loss 1.5560 | lr 3.82e-04 | 631 win/s
step 49800/103000 | loss 1.5800 | lr 3.80e-04 | 631 win/s
step 50000/103000 | loss 1.5696 | lr 3.78e-04 | 631 win/s
step 50200/103000 | loss 1.5764 | lr 3.75e-04 | 631 win/s
step 50400/103000 | loss 1.5536 | lr 3.73e-04 | 631 win/s
step 50600/103000 | loss 1.5517 | lr 3.71e-04 | 631 win/s
step 50800/103000 | loss 1.5492 | lr 3.69e-04 | 631 win/s
step 51000/103000 | loss 1.5621 | lr 3.67e-04 | 632 win/s
step 51200/103000 | loss 1.5469 | lr 3.64e-04 | 632 win/s
step 51400/103000 | loss 1.5528 | lr 3.62e-04 | 632 win/s
step 51600/103000 | loss 1.5404 | lr 3.60e-04 | 632 win/s
step 51800/103000 | loss 1.5467 | lr 3.58e-04 | 632 win/s
step 52000/103000 | loss 1.5395 | lr 3.56e-04 | 632 win/s
[val] step 52000: 8-test-user CER 46.89 | fold-heldout-user CER 56.24  (their Tiny reference: 35.9)
step 52200/103000 | loss 1.5472 | lr 3.54e-04 | 632 win/s
step 52400/103000 | loss 1.5278 | lr 3.51e-04 | 633 win/s
step 52600/103000 | loss 1.5409 | lr 3.49e-04 | 633 win/s
step 52800/103000 | loss 1.5340 | lr 3.47e-04 | 633 win/s
step 53000/103000 | loss 1.5549 | lr 3.45e-04 | 633 win/s
step 53200/103000 | loss 1.5491 | lr 3.43e-04 | 633 win/s
step 53400/103000 | loss 1.5520 | lr 3.41e-04 | 633 win/s
step 53600/103000 | loss 1.5398 | lr 3.38e-04 | 634 win/s
step 53800/103000 | loss 1.5419 | lr 3.36e-04 | 634 win/s
step 54000/103000 | loss 1.5229 | lr 3.34e-04 | 634 win/s
step 54200/103000 | loss 1.5243 | lr 3.32e-04 | 634 win/s
step 54400/103000 | loss 1.5239 | lr 3.30e-04 | 634 win/s
step 54600/103000 | loss 1.5239 | lr 3.27e-04 | 635 win/s
step 54800/103000 | loss 1.5264 | lr 3.25e-04 | 635 win/s
step 55000/103000 | loss 1.5246 | lr 3.23e-04 | 635 win/s
step 55200/103000 | loss 1.5222 | lr 3.21e-04 | 635 win/s
step 55400/103000 | loss 1.5185 | lr 3.19e-04 | 635 win/s
step 55600/103000 | loss 1.5296 | lr 3.17e-04 | 635 win/s
step 55800/103000 | loss 1.5172 | lr 3.14e-04 | 635 win/s
step 56000/103000 | loss 1.5141 | lr 3.12e-04 | 636 win/s
[val] step 56000: 8-test-user CER 47.14 | fold-heldout-user CER 55.19  (their Tiny reference: 35.9)
step 56200/103000 | loss 1.5219 | lr 3.10e-04 | 636 win/s
step 56400/103000 | loss 1.5282 | lr 3.08e-04 | 636 win/s
step 56600/103000 | loss 1.5192 | lr 3.06e-04 | 636 win/s
step 56800/103000 | loss 1.5229 | lr 3.04e-04 | 636 win/s
step 57000/103000 | loss 1.5184 | lr 3.01e-04 | 636 win/s
step 57200/103000 | loss 1.5116 | lr 2.99e-04 | 636 win/s
step 57400/103000 | loss 1.5210 | lr 2.97e-04 | 636 win/s
step 57600/103000 | loss 1.5123 | lr 2.95e-04 | 637 win/s
step 57800/103000 | loss 1.5169 | lr 2.93e-04 | 637 win/s
step 58000/103000 | loss 1.5260 | lr 2.91e-04 | 637 win/s
step 58200/103000 | loss 1.5340 | lr 2.89e-04 | 637 win/s
step 58400/103000 | loss 1.5413 | lr 2.86e-04 | 637 win/s
step 58600/103000 | loss 1.5267 | lr 2.84e-04 | 637 win/s
step 58800/103000 | loss 1.5163 | lr 2.82e-04 | 637 win/s
step 59000/103000 | loss 1.5028 | lr 2.80e-04 | 638 win/s
step 59200/103000 | loss 1.5071 | lr 2.78e-04 | 638 win/s
step 59400/103000 | loss 1.5019 | lr 2.76e-04 | 638 win/s
step 59600/103000 | loss 1.5013 | lr 2.74e-04 | 638 win/s
step 59800/103000 | loss 1.4923 | lr 2.71e-04 | 638 win/s
step 60000/103000 | loss 1.4932 | lr 2.69e-04 | 638 win/s
[val] step 60000: 8-test-user CER 46.76 | fold-heldout-user CER 54.31  (their Tiny reference: 35.9)
step 60200/103000 | loss 1.4994 | lr 2.67e-04 | 638 win/s
step 60400/103000 | loss 1.5056 | lr 2.65e-04 | 639 win/s
step 60600/103000 | loss 1.4883 | lr 2.63e-04 | 639 win/s
step 60800/103000 | loss 1.4768 | lr 2.61e-04 | 639 win/s
step 61000/103000 | loss 1.4697 | lr 2.59e-04 | 639 win/s
step 61200/103000 | loss 1.4713 | lr 2.57e-04 | 639 win/s
step 61400/103000 | loss 1.4745 | lr 2.55e-04 | 640 win/s
step 61600/103000 | loss 1.4774 | lr 2.53e-04 | 640 win/s
step 61800/103000 | loss 1.4659 | lr 2.50e-04 | 640 win/s
step 62000/103000 | loss 1.4641 | lr 2.48e-04 | 640 win/s
step 62200/103000 | loss 1.4537 | lr 2.46e-04 | 640 win/s
step 62400/103000 | loss 1.4642 | lr 2.44e-04 | 640 win/s
step 62600/103000 | loss 1.4562 | lr 2.42e-04 | 640 win/s
step 62800/103000 | loss 1.4556 | lr 2.40e-04 | 641 win/s
step 63000/103000 | loss 1.4605 | lr 2.38e-04 | 641 win/s
step 63200/103000 | loss 1.4672 | lr 2.36e-04 | 641 win/s
step 63400/103000 | loss 1.4548 | lr 2.34e-04 | 641 win/s
step 63600/103000 | loss 1.4559 | lr 2.32e-04 | 641 win/s
step 63800/103000 | loss 1.4581 | lr 2.30e-04 | 641 win/s
step 64000/103000 | loss 1.4524 | lr 2.28e-04 | 641 win/s
